"No.","Time","Source","Destination","Protocol","Length","Info"
"398","30.224788","192.168.1.233","34.120.234.145","TCP","54","51259  >  443 [ACK] Seq=3 Ack=75 Win=512 Len=0"
"399","30.249810","192.168.1.237","224.0.0.251","MDNS","200","Standard query response 0x0000 TXT, cache flush"
"400","30.253827","192.168.1.233","178.132.0.165","TCP","55","[TCP Keep-Alive] [TCP ACKed unseen segment] 49364  >  8436 [ACK] Seq=0 Ack=2 Win=511 Len=1"
"401","30.266700","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39083/43928, ttl=51 (request in 394)"
"402","30.301315","178.132.0.165","192.168.1.233","TCP","66","[TCP Previous segment not captured] 8436  >  49364 [ACK] Seq=2 Ack=1 Win=1132 Len=0 SLE=0 SRE=1"
"403","31.036974","74.125.205.113","192.168.1.233","TCP","60","[TCP Keep-Alive] 443  >  50833 [ACK] Seq=0 Ack=2 Win=791 Len=0"
"404","31.037025","192.168.1.233","74.125.205.113","TCP","54","[TCP Keep-Alive ACK] 50833  >  443 [ACK] Seq=2 Ack=1 Win=508 Len=0"
"405","31.267014","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39084/44184, ttl=255 (reply in 408)"
"406","31.405504","192.168.1.233","18.165.122.53","TCP","55","[TCP Keep-Alive] [TCP ACKed unseen segment] 51922  >  443 [ACK] Seq=0 Ack=2 Win=513 Len=1"
"407","31.430394","18.165.122.53","192.168.1.233","TCP","66","[TCP Previous segment not captured] 443  >  51922 [ACK] Seq=2 Ack=1 Win=133 Len=0 SLE=0 SRE=1"
"408","31.478643","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39084/44184, ttl=51 (request in 405)"
"409","31.918086","192.168.1.233","108.156.22.73","TCP","55","[TCP Keep-Alive] [TCP ACKed unseen segment] 51921  >  443 [ACK] Seq=0 Ack=2 Win=513 Len=1"
"410","31.918087","192.168.1.233","173.194.221.95","UDP","75","59139  >  443 Len=33"
"411","31.938237","108.156.22.73","192.168.1.233","TCP","66","[TCP Previous segment not captured] 443  >  51921 [ACK] Seq=2 Ack=1 Win=133 Len=0 SLE=0 SRE=1"
"412","31.940818","173.194.221.95","192.168.1.233","UDP","68","443  >  59139 Len=26"
"413","32.407097","SeongjiI_ca:f7:16","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.51"
"414","32.407097","192.168.1.121","224.0.0.251","MDNS","173","Standard query response 0x0000 PTR iPhone 11._rdlink._tcp.local TXT OPT"
"415","32.479390","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39085/44440, ttl=255 (reply in 417)"
"416","32.605149","192.168.1.121","224.0.0.251","MDNS","235","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _homekit._tcp.local, ""QU"" question PTR _airplay._tcp.local, ""QU"" question PTR _raop._tcp.local, ""QU"" question PTR _sleep-proxy._udp.local, ""QU"" question ANY iPhone 11._rdlink._tcp.local, ""QU"" question SRV 0 0 49153 iPhone-11.local OPT"
"417","32.692809","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39085/44440, ttl=51 (request in 415)"
"418","32.854435","192.168.1.233","151.101.1.69","TCP","55","[TCP Keep-Alive] [TCP ACKed unseen segment] 51212  >  443 [ACK] Seq=0 Ack=2 Win=513 Len=1"
"419","32.917726","151.101.1.69","192.168.1.233","TCP","66","[TCP Previous segment not captured] 443  >  51212 [ACK] Seq=2 Ack=1 Win=310 Len=0 SLE=0 SRE=1"
"420","33.023900","192.168.1.121","224.0.0.251","MDNS","354","Standard query response 0x0000 PTR _rdlink._tcp.local TXT PTR, cache flush iPhone-11.local PTR, cache flush iPhone-11.local NSEC, cache flush F.4.A.7.1.8.8.B.3.0.5.8.1.2.C.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 121.1.168.192.in-addr.arpa OPT"
"421","33.023900","192.168.1.121","224.0.0.251","MDNS","147","Standard query 0x0000 ANY iPhone 11._rdlink._tcp.local, ""QM"" question SRV 0 0 49153 iPhone-11.local OPT"
"422","33.329329","192.168.1.121","224.0.0.251","MDNS","148","Standard query 0x0000 ANY iPhone-11.local, ""QU"" question AAAA fe80::1c21:8503:b881:7a4f A 192.168.1.121 OPT"
"423","33.329329","192.168.1.121","224.0.0.251","MDNS","147","Standard query 0x0000 ANY iPhone 11._rdlink._tcp.local, ""QM"" question SRV 0 0 49153 iPhone-11.local OPT"
"424","33.329329","192.168.1.121","224.0.0.251","MDNS","148","Standard query 0x0000 ANY iPhone-11.local, ""QM"" question AAAA fe80::1c21:8503:b881:7a4f A 192.168.1.121 OPT"
"425","33.329329","192.168.1.121","224.0.0.251","MDNS","289","Standard query response 0x0000 TXT, cache flush PTR iPhone 11._rdlink._tcp.local TXT SRV, cache flush 0 0 49153 iPhone-11.local NSEC, cache flush iPhone 11._rdlink._tcp.local OPT"
"426","33.444705","149.154.167.50","192.168.1.233","TCP","60","[TCP Keep-Alive] 443  >  64620 [ACK] Seq=89 Ack=266 Win=15273 Len=0"
"427","33.444735","192.168.1.233","149.154.167.50","TCP","54","[TCP Keep-Alive ACK] 64620  >  443 [ACK] Seq=266 Ack=90 Win=509 Len=0"
"428","33.636610","192.168.1.121","224.0.0.251","MDNS","148","Standard query 0x0000 ANY iPhone-11.local, ""QM"" question AAAA fe80::1c21:8503:b881:7a4f A 192.168.1.121 OPT"
"429","33.636610","192.168.1.121","224.0.0.251","MDNS","306","Standard query response 0x0000 PTR _rdlink._tcp.local PTR, cache flush iPhone-11.local PTR, cache flush iPhone-11.local NSEC, cache flush F.4.A.7.1.8.8.B.3.0.5.8.1.2.C.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 121.1.168.192.in-addr.arpa OPT"
"430","33.694001","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39086/44696, ttl=255 (reply in 431)"
"431","33.899900","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39086/44696, ttl=51 (request in 430)"
"432","33.937199","192.168.1.233","37.230.195.85","TLSv1.2","83","Application Data"
"433","33.948704","37.230.195.85","192.168.1.233","TLSv1.2","79","Application Data"
"434","33.998907","192.168.1.233","37.230.195.85","TCP","54","52065  >  443 [ACK] Seq=59 Ack=52 Win=510 Len=0"
"435","34.243818","192.168.1.121","224.0.0.251","MDNS","213","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _homekit._tcp.local, ""QM"" question PTR _airplay._tcp.local, ""QM"" question PTR _raop._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR iPad \320\220\320\275\320\270\321\200\320\260\320\224._companion-link._tcp.local OPT"
"436","34.251044","162.247.241.14","192.168.1.233","TCP","60","[TCP Keep-Alive] 443  >  52091 [ACK] Seq=1095 Ack=1673 Win=65536 Len=0"
"437","34.251070","192.168.1.233","162.247.241.14","TCP","54","[TCP Keep-Alive ACK] 52091  >  443 [ACK] Seq=1673 Ack=1096 Win=130304 Len=0"
"438","34.334347","192.168.1.233","149.154.167.50","SSL","255","Continuation Data"
"439","34.390851","149.154.167.50","192.168.1.233","SSL","143","Continuation Data"
"440","34.433462","192.168.1.233","149.154.167.50","TCP","54","64620  >  443 [ACK] Seq=467 Ack=179 Win=509 Len=0"
"441","34.470710","52.108.80.31","192.168.1.233","TLSv1.2","87","Application Data"
"442","34.510178","192.168.1.233","52.108.80.31","TCP","54","65029  >  443 [ACK] Seq=1 Ack=67 Win=513 Len=0"
"443","34.760388","192.168.1.233","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"444","34.865507","192.168.1.121","224.0.0.251","MDNS","162","Standard query response 0x0000 AAAA, cache flush fe80::1c21:8503:b881:7a4f A, cache flush 192.168.1.121 NSEC, cache flush iPhone-11.local OPT"
"445","34.901210","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39087/44952, ttl=255 (reply in 446)"
"446","35.105215","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39087/44952, ttl=51 (request in 445)"
"447","35.192205","192.168.1.233","64.233.163.127","STUN","62","Binding Request"
"448","35.192366","192.168.1.233","64.233.163.127","STUN","62","Binding Request"
"449","35.192427","192.168.1.233","64.233.163.127","STUN","62","Binding Request"
"450","35.192489","192.168.1.233","64.233.163.127","STUN","62","Binding Request"
"451","35.192544","192.168.1.233","64.233.163.127","STUN","62","Binding Request"
"452","35.212117","64.233.163.127","192.168.1.233","STUN","74","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:4881"
"453","35.212117","64.233.163.127","192.168.1.233","STUN","74","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:34735"
"454","35.212589","64.233.163.127","192.168.1.233","STUN","74","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:53996"
"455","35.213180","64.233.163.127","192.168.1.233","STUN","74","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:8107"
"456","35.213180","64.233.163.127","192.168.1.233","STUN","74","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:30101"
"457","35.364576","192.168.1.233","18.195.48.254","STUN","62","Binding Request"
"458","35.364680","192.168.1.233","18.195.48.254","STUN","62","Binding Request"
"459","35.364709","192.168.1.233","18.195.48.254","STUN","62","Binding Request"
"460","35.364725","192.168.1.233","18.195.48.254","STUN","62","Binding Request"
"461","35.364745","192.168.1.233","18.195.48.254","STUN","62","Binding Request"
"462","35.413700","18.195.48.254","192.168.1.233","STUN","106","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:46657 MAPPED-ADDRESS: 46.39.230.143:46657 RESPONSE-ORIGIN: 18.195.48.254:3478"
"463","35.413700","18.195.48.254","192.168.1.233","STUN","106","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:23355 MAPPED-ADDRESS: 46.39.230.143:23355 RESPONSE-ORIGIN: 18.195.48.254:3478"
"464","35.413700","18.195.48.254","192.168.1.233","STUN","106","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:6617 MAPPED-ADDRESS: 46.39.230.143:6617 RESPONSE-ORIGIN: 18.195.48.254:3478"
"465","35.413700","18.195.48.254","192.168.1.233","STUN","106","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:34293 MAPPED-ADDRESS: 46.39.230.143:34293 RESPONSE-ORIGIN: 18.195.48.254:3478"
"466","35.413700","18.195.48.254","192.168.1.233","STUN","106","Binding Success Response XOR-MAPPED-ADDRESS: 46.39.230.143:45330 MAPPED-ADDRESS: 46.39.230.143:45330 RESPONSE-ORIGIN: 18.195.48.254:3478"
"467","35.481384","192.168.1.121","224.0.0.251","MDNS","353","Standard query response 0x0000 TXT, cache flush PTR iPhone 11._rdlink._tcp.local TXT SRV, cache flush 0 0 49153 iPhone-11.local AAAA, cache flush fe80::1c21:8503:b881:7a4f A, cache flush 192.168.1.121 NSEC, cache flush iPhone 11._rdlink._tcp.local NSEC, cache flush iPhone-11.local OPT"
"468","35.766158","192.168.1.233","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"469","35.818705","20.54.36.229","192.168.1.233","TCP","60","[TCP Keep-Alive] 443  >  64509 [ACK] Seq=174 Ack=44 Win=8192 Len=0"
"470","35.818732","192.168.1.233","20.54.36.229","TCP","54","[TCP Keep-Alive ACK] 64509  >  443 [ACK] Seq=44 Ack=175 Win=514 Len=0"
"471","35.995491","192.168.1.121","224.0.0.251","MDNS","548","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone 11._rdlink._tcp.local TXT SRV, cache flush 0 0 49153 iPhone-11.local PTR, cache flush iPhone-11.local PTR, cache flush iPhone-11.local AAAA, cache flush fe80::1c21:8503:b881:7a4f A, cache flush 192.168.1.121 NSEC, cache flush iPhone 11._rdlink._tcp.local NSEC, cache flush F.4.A.7.1.8.8.B.3.0.5.8.1.2.C.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 121.1.168.192.in-addr.arpa NSEC, cache flush iPhone-11.local OPT"
"472","36.106602","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39088/45208, ttl=255 (reply in 473)"
"473","36.313027","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39088/45208, ttl=51 (request in 472)"
"474","36.647126","173.194.221.95","192.168.1.233","UDP","121","443  >  59139 Len=79"
"475","36.671301","192.168.1.233","173.194.221.95","UDP","75","59139  >  443 Len=33"
"476","36.709866","192.168.1.140","192.168.1.255","UDP","309","57697  >  20002 Len=267"
"477","36.779958","192.168.1.233","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"478","37.313990","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39089/45464, ttl=255 (reply in 479)"
"479","37.521065","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39089/45464, ttl=51 (request in 478)"
"480","37.789957","192.168.1.233","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"481","38.102716","192.168.1.233","20.54.36.229","TLSv1.2","155","[TCP ACKed unseen segment] , Application Data"
"482","38.164582","20.54.36.229","192.168.1.233","TLSv1.2","225","[TCP Previous segment not captured] , Application Data"
"483","38.212380","192.168.1.233","20.54.36.229","TCP","54","[TCP ACKed unseen segment] 64659  >  443 [ACK] Seq=102 Ack=173 Win=513 Len=0"
"484","38.313115","149.154.167.50","192.168.1.233","TCP","60","[TCP Dup ACK 79#1] 443  >  64585 [ACK] Seq=1 Ack=1 Win=842 Len=0"
"485","38.313144","192.168.1.233","149.154.167.50","TCP","54","[TCP Dup ACK 80#1] [TCP ACKed unseen segment] 64585  >  443 [ACK] Seq=1 Ack=2 Win=512 Len=0"
"486","38.521492","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39090/45720, ttl=255 (reply in 487)"
"487","38.741347","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39090/45720, ttl=51 (request in 486)"
"488","39.742556","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39091/45976, ttl=255 (reply in 489)"
"489","39.953649","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39091/45976, ttl=51 (request in 488)"
"490","40.395617","192.168.1.121","224.0.0.251","MDNS","548","Standard query response 0x0000 TXT, cache flush PTR _rdlink._tcp.local PTR iPhone 11._rdlink._tcp.local TXT SRV, cache flush 0 0 49153 iPhone-11.local PTR, cache flush iPhone-11.local PTR, cache flush iPhone-11.local AAAA, cache flush fe80::1c21:8503:b881:7a4f A, cache flush 192.168.1.121 NSEC, cache flush iPhone 11._rdlink._tcp.local NSEC, cache flush F.4.A.7.1.8.8.B.3.0.5.8.1.2.C.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 121.1.168.192.in-addr.arpa NSEC, cache flush iPhone-11.local OPT"
"491","40.403767","192.168.1.1","239.255.255.250","SSDP","424","NOTIFY * HTTP/1.1 "
"492","40.403767","192.168.1.1","239.255.255.250","SSDP","496","NOTIFY * HTTP/1.1 "
"493","40.408110","192.168.1.1","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"494","40.422677","192.168.1.1","239.255.255.250","SSDP","492","NOTIFY * HTTP/1.1 "
"495","40.422677","192.168.1.1","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"496","40.425156","192.168.1.1","239.255.255.250","SSDP","472","NOTIFY * HTTP/1.1 "
"497","40.499712","192.168.1.1","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"498","40.499712","192.168.1.1","239.255.255.250","SSDP","504","NOTIFY * HTTP/1.1 "
"499","40.501343","192.168.1.1","239.255.255.250","SSDP","486","NOTIFY * HTTP/1.1 "
"500","40.705077","192.168.1.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"501","40.705077","192.168.1.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"502","40.712927","192.168.1.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"503","40.712927","192.168.1.1","239.255.255.250","SSDP","488","NOTIFY * HTTP/1.1 "
"504","40.724451","192.168.1.1","239.255.255.250","SSDP","486","NOTIFY * HTTP/1.1 "
"505","40.724451","192.168.1.1","239.255.255.250","SSDP","504","NOTIFY * HTTP/1.1 "
"506","40.734690","192.168.1.1","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"507","40.734690","192.168.1.1","239.255.255.250","SSDP","472","NOTIFY * HTTP/1.1 "
"508","40.734760","149.154.167.50","192.168.1.233","SSL","159","Continuation Data"
"509","40.787001","192.168.1.233","149.154.167.50","TCP","54","64620  >  443 [ACK] Seq=467 Ack=284 Win=509 Len=0"
"510","40.807019","192.168.1.1","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"511","40.807019","192.168.1.1","239.255.255.250","SSDP","492","NOTIFY * HTTP/1.1 "
"512","40.809877","192.168.1.1","239.255.255.250","SSDP","433","NOTIFY * HTTP/1.1 "
"513","40.954170","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39092/46232, ttl=255 (reply in 514)"
"514","41.159541","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39092/46232, ttl=51 (request in 513)"
"515","41.790246","188.114.98.224","192.168.1.233","TLSv1.2","78","[TCP Previous segment not captured] , Application Data"
"516","41.790246","188.114.98.224","192.168.1.233","TCP","54","443  >  52068 [FIN, ACK] Seq=26 Ack=1 Win=8 Len=0"
"517","41.790270","192.168.1.233","188.114.98.224","TCP","54","[TCP ACKed unseen segment] 52068  >  443 [ACK] Seq=1 Ack=27 Win=1023 Len=0"
"518","41.930806","192.168.1.233","192.168.1.1","DNS","75","Standard query 0xdd7d A windows.msn.com"
"519","41.942688","192.168.1.1","192.168.1.233","DNS","150","Standard query response 0xdd7d A windows.msn.com CNAME www-msn-com.a-0003.a-msedge.net CNAME a-0003.a-msedge.net A 204.79.197.203"
"520","41.944891","192.168.1.233","204.79.197.203","TCP","66","52114  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"521","41.976601","204.79.197.203","192.168.1.233","TCP","66","443  >  52114 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"522","41.976663","192.168.1.233","204.79.197.203","TCP","54","52114  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"523","41.978645","192.168.1.233","204.79.197.203","TLSv1.2","343","Client Hello"
"524","42.008031","204.79.197.203","192.168.1.233","TCP","60","443  >  52114 [ACK] Seq=1 Ack=290 Win=4194048 Len=0"
"525","42.008031","204.79.197.203","192.168.1.233","TCP","1514","443  >  52114 [ACK] Seq=1 Ack=290 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"526","42.008031","204.79.197.203","192.168.1.233","TCP","1514","443  >  52114 [ACK] Seq=1461 Ack=290 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"527","42.008031","204.79.197.203","192.168.1.233","TCP","1514","443  >  52114 [ACK] Seq=2921 Ack=290 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"528","42.008031","204.79.197.203","192.168.1.233","TLSv1.2","1384","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"529","42.008090","192.168.1.233","204.79.197.203","TCP","54","52114  >  443 [ACK] Seq=290 Ack=5711 Win=262144 Len=0"
"530","42.015997","192.168.1.233","204.79.197.203","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"531","42.046335","204.79.197.203","192.168.1.233","TCP","60","443  >  52114 [ACK] Seq=5711 Ack=448 Win=4194048 Len=0"
"532","42.046335","204.79.197.203","192.168.1.233","TLSv1.2","396","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"533","42.046335","204.79.197.203","192.168.1.233","TLSv1.2","123","Application Data"
"534","42.046385","192.168.1.233","204.79.197.203","TCP","54","52114  >  443 [ACK] Seq=448 Ack=6122 Win=261632 Len=0"
"535","42.047582","192.168.1.233","204.79.197.203","TLSv1.2","141","Application Data"
"536","42.047621","192.168.1.233","204.79.197.203","TLSv1.2","92","Application Data"
"537","42.048758","192.168.1.233","204.79.197.203","TLSv1.2","258","Application Data"
"538","42.066077","192.168.1.233","13.107.42.12","TLSv1.2","669","Application Data"
"539","42.066202","192.168.1.233","13.107.42.12","TLSv1.2","305","Application Data"
"540","42.080923","204.79.197.203","192.168.1.233","TCP","60","443  >  52114 [ACK] Seq=6122 Ack=535 Win=4193792 Len=0"
"541","42.080923","204.79.197.203","192.168.1.233","TLSv1.2","92","Application Data"
"542","42.080923","204.79.197.203","192.168.1.233","TCP","60","443  >  52114 [ACK] Seq=6160 Ack=573 Win=4193792 Len=0"
"543","42.080923","204.79.197.203","192.168.1.233","TCP","60","443  >  52114 [ACK] Seq=6160 Ack=777 Win=4193792 Len=0"
"544","42.080968","192.168.1.233","204.79.197.203","TCP","54","52114  >  443 [ACK] Seq=777 Ack=6160 Win=261632 Len=0"
"545","42.092281","13.107.42.12","192.168.1.233","TCP","60","443  >  51892 [ACK] Seq=951 Ack=1482 Win=16381 Len=0"
"546","42.092281","13.107.42.12","192.168.1.233","TCP","60","443  >  51892 [ACK] Seq=951 Ack=1733 Win=16380 Len=0"
"547","42.112479","204.79.197.203","192.168.1.233","TLSv1.2","831","Application Data"
"548","42.112540","192.168.1.233","204.79.197.203","TCP","54","52114  >  443 [ACK] Seq=777 Ack=6937 Win=260864 Len=0"
"549","42.160593","192.168.1.233","168.95.246.4","ICMP","58","Echo (ping) request  id=0x0002, seq=39093/46488, ttl=255 (reply in 581)"
"550","42.185615","192.168.1.233","192.168.1.1","DNS","75","Standard query 0x61ad A windows.msn.com"
"551","42.194429","192.168.1.233","192.168.1.1","DNS","95","Standard query 0xc927 A ping-edge.smartscreen.microsoft.com"
"552","42.196071","192.168.1.1","192.168.1.233","DNS","169","Standard query response 0x61ad A windows.msn.com CNAME www-msn-com.a-0003.a-msedge.net CNAME a-0003.a-msedge.net A 204.79.197.203"
"553","42.197342","192.168.1.233","204.79.197.203","TCP","66","52115  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"554","42.199602","192.168.1.1","192.168.1.233","DNS","229","Standard query response 0xc927 A ping-edge.smartscreen.microsoft.com CNAME tm-prod-wd-csp-edge.trafficmanager.net CNAME wd-prod-ss-eu-north-1-fe.northeurope.cloudapp.azure.com A 20.67.219.150"
"555","42.199911","192.168.1.233","20.67.219.150","TCP","66","52116  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"556","42.227918","204.79.197.203","192.168.1.233","TCP","66","443  >  52115 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"557","42.227976","192.168.1.233","204.79.197.203","TCP","54","52115  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"558","42.229449","192.168.1.233","204.79.197.203","TLSv1.2","571","Client Hello"
"559","42.258489","204.79.197.203","192.168.1.233","TCP","60","443  >  52115 [ACK] Seq=1 Ack=518 Win=4194048 Len=0"
"560","42.258489","204.79.197.203","192.168.1.233","TCP","1514","443  >  52115 [ACK] Seq=1 Ack=518 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"561","42.260186","204.79.197.203","192.168.1.233","TCP","1514","443  >  52115 [ACK] Seq=1461 Ack=518 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"562","42.260186","204.79.197.203","192.168.1.233","TCP","1514","443  >  52115 [ACK] Seq=2921 Ack=518 Win=4194048 Len=1460 [TCP segment of a reassembled PDU]"
"563","42.260186","204.79.197.203","192.168.1.233","TLSv1.2","1384","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"564","42.260226","192.168.1.233","204.79.197.203","TCP","54","52115  >  443 [ACK] Seq=518 Ack=5711 Win=132352 Len=0"
"565","42.261810","20.67.219.150","192.168.1.233","TCP","66","443  >  52116 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"566","42.261855","192.168.1.233","20.67.219.150","TCP","54","52116  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"567","42.261961","192.168.1.233","20.67.219.150","TLSv1.2","571","Client Hello"
"568","42.281436","192.168.1.233","204.79.197.203","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"569","42.309066","204.79.197.203","192.168.1.233","TCP","60","443  >  52115 [ACK] Seq=5711 Ack=676 Win=4193792 Len=0"
"570","42.309066","204.79.197.203","192.168.1.233","TLSv1.2","396","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"571","42.309377","204.79.197.203","192.168.1.233","TLSv1.2","123","Application Data"
"572","42.309395","192.168.1.233","204.79.197.203","TCP","54","52115  >  443 [ACK] Seq=676 Ack=6122 Win=131840 Len=0"
"573","42.325450","20.67.219.150","192.168.1.233","TCP","1514","443  >  52116 [ACK] Seq=1 Ack=518 Win=525056 Len=1460 [TCP segment of a reassembled PDU]"
"574","42.325450","20.67.219.150","192.168.1.233","TCP","1514","443  >  52116 [ACK] Seq=1461 Ack=518 Win=525056 Len=1460 [TCP segment of a reassembled PDU]"
"575","42.325494","192.168.1.233","20.67.219.150","TCP","54","52116  >  443 [ACK] Seq=518 Ack=2921 Win=132352 Len=0"
"576","42.326011","20.67.219.150","192.168.1.233","TCP","1514","443  >  52116 [ACK] Seq=2921 Ack=518 Win=525056 Len=1460 [TCP segment of a reassembled PDU]"
"577","42.326011","20.67.219.150","192.168.1.233","TCP","1514","443  >  52116 [ACK] Seq=4381 Ack=518 Win=525056 Len=1460 [TCP segment of a reassembled PDU]"
"578","42.326011","20.67.219.150","192.168.1.233","TLSv1.2","1356","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"579","42.326078","192.168.1.233","20.67.219.150","TCP","54","52116  >  443 [ACK] Seq=518 Ack=7143 Win=132352 Len=0"
"580","42.330099","192.168.1.233","20.67.219.150","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"581","42.363343","168.95.246.4","192.168.1.233","ICMP","58","Echo (ping) reply    id=0x0002, seq=39093/46488, ttl=51 (request in 549)"
"582","42.408104","20.67.219.150","192.168.1.233","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"583","42.408351","192.168.1.233","20.67.219.150","TLSv1.2","690","Application Data"
"584","42.408406","192.168.1.233","20.67.219.150","TLSv1.2","1127","Application Data"
"585","42.473528","20.67.219.150","192.168.1.233","TCP","60","443  >  52116 [ACK] Seq=7194 Ack=2385 Win=525568 Len=0"
"586","42.473528","20.67.219.150","192.168.1.233","TLSv1.2","825","Application Data"
"587","42.473576","192.168.1.233","20.67.219.150","TCP","54","52116  >  443 [ACK] Seq=2385 Ack=7966 Win=131584 Len=0"
"588","42.473936","192.168.1.233","20.67.219.150","TCP","54","52116  >  443 [FIN, ACK] Seq=2385 Ack=7966 Win=131584 Len=0"
"589","42.527393","192.168.1.233","192.168.1.1","DNS","71","Standard query 0x8d54 A www.msn.com"
